DBI001,KPI_ReachCTP_CPD_IP,95135
DBI001,KPI_ReachDRER_CPD_IP,646322
DBI001,KPI_ReachDRR_CPD_IP,403110
DBI001,KPI_ReachH_CPD_IP,4720429
DBI001,KPI_ReachHI_CPD_IP,7410
DTZ001,KPI_ReachHI_CPD_IP,419659
DBI001,KPI_ReachHPM_CPD_IP,71890
DSD001,KPI_ReachL_CPD_IP,2494100
DBI001,KPI_ReachL_CPD_IP,125437
DBI001,KPI_ReachLTSPD_CPD_IP,125437
DSD001,KPI_ReachM_CPD_IP,2124214
DBI001,KPI_ReachM_CPD_IP,73365
DBI001,KPI_ReachRCRCEd_CPD_IP,
DBI001,KPI_ReachS_CPD_IP,22640
DBI001,KPI_ReachSI_CPD_IP,244788
DBI001,KPI_ReachWASH_CPD_IP,550362
DSD001,KPI_PeopleVol_Tot_IP,10000
DCD001,KPI_PeopleVol_Tot_IP,209000
