DNE001,KPI_ClimateHeat_CPD_IP,1261
DKN001,KPI_ClimateHeat_CPD_IP,577
DPK001,KPI_ClimateHeat_CPD_IP,675
DCL001,KPI_ClimateHeat_CPD_IP,904
DLT001,KPI_ClimateHeat_CPD_IP,815
DNP001,KPI_ClimateHeat_CPD_IP,77903
DBA001,KPI_ClimateHeat_CPD_IP,25
DCV001,KPI_ClimateHeat_CPD_IP,151117
DML001,KPI_ClimateHeat_CPD_IP,3841
DHN001,KPI_ClimateHeat_CPD_IP,278
DIR001,KPI_ClimateHeat_CPD_IP,59517
DGT001,KPI_ClimateHeat_CPD_IP,705
DBD001,KPI_ClimateHeat_CPD_IP,169313
DSY001,KPI_ClimateHeat_CPD_IP,41203
DMV001,KPI_ClimateHeat_CPD_IP,9
DGH001,KPI_ClimateHeat_CPD_IP,3005
DEG001,KPI_ClimateHeat_CPD_IP,204838
DMM001,KPI_ClimateHeat_CPD_IP,929
DBY001,KPI_ClimateHeat_CPD_IP,30000
DTZ001,KPI_ClimateHeat_CPD_IP,1968
DTR001,KPI_ClimateHeat_CPD_IP,15143
DIL001,KPI_ClimateHeat_CPD_IP,100000
DDZ001,KPI_ClimateHeat_CPD_IP,590000
DMA001,KPI_ClimateHeat_CPD_IP,23000
DTL001,KPI_ClimateHeat_CPD_IP,68
DKG001,KPI_ClimateHeat_CPD_IP,1064382
DWS001,KPI_ClimateHeat_CPD_IP,14302
DAD001,KPI_ClimateHeat_CPD_IP,36
DSZ001,KPI_ClimateHeat_CPD_IP,8799
DKM001,KPI_ClimateHeat_CPD_IP,84
DVE001,KPI_ClimateHeat_CPD_IP,728
DAL001,KPI_ClimateHeat_CPD_IP,15000
DMW001,KPI_ClimateHeat_CPD_IP,8675729
DRO001,KPI_ClimateHeat_CPD_IP,9000
DNL001,KPI_ClimateHeat_CPD_IP,316940
DAZ001,KPI_ClimateHeat_CPD_IP,132000
DJO001,KPI_ClimateHeat_CPD_IP,60000
DLV001,KPI_ClimateHeat_CPD_IP,250
DZA001,KPI_ClimateHeat_CPD_IP,129916
DLB001,KPI_ClimateHeat_CPD_IP,116010
DCG001,KPI_ReachCTP_CPD_IP,16700
DMZ001,KPI_ReachCTP_CPD_IP,129627
DKR001,KPI_ReachCTP_CPD_IP,12127
DCD001,KPI_ReachCTP_CPD_IP,307042
DES001,KPI_ReachCTP_CPD_IP,81700
DLK001,KPI_ReachCTP_CPD_IP,457308
DLY001,KPI_ReachCTP_CPD_IP,13543
DZM001,KPI_ReachCTP_CPD_IP,77225
DPG001,KPI_ReachCTP_CPD_IP,2573
DLC001,KPI_ReachCTP_CPD_IP,450
DSV001,KPI_ReachCTP_CPD_IP,7996
DKI001,KPI_ReachCTP_CPD_IP,17
DPE001,KPI_ReachCTP_CPD_IP,484
DAO001,KPI_ReachCTP_CPD_IP,3252
DNE001,KPI_ReachCTP_CPD_IP,127064
DSC001,KPI_ReachCTP_CPD_IP,117
DID001,KPI_ReachCTP_CPD_IP,18180
DPY001,KPI_ReachCTP_CPD_IP,4608
DAM001,KPI_ReachCTP_CPD_IP,25399
DKN001,KPI_ReachCTP_CPD_IP,390
DZW001,KPI_ReachCTP_CPD_IP,20000
DLS001,KPI_ReachCTP_CPD_IP,1907
DBJ001,KPI_ReachCTP_CPD_IP,1756
DPK001,KPI_ReachCTP_CPD_IP,25581
DFR001,KPI_ReachCTP_CPD_IP,14990
DCL001,KPI_ReachCTP_CPD_IP,4250
DCM001,KPI_ReachCTP_CPD_IP,45768
DSN001,KPI_ReachCTP_CPD_IP,1048
DNP001,KPI_ReachCTP_CPD_IP,88446
DBA001,KPI_ReachCTP_CPD_IP,3220
DCV001,KPI_ReachCTP_CPD_IP,3000
DCI001,KPI_ReachCTP_CPD_IP,1738
DIN001,KPI_ReachCTP_CPD_IP,66785
DGM001,KPI_ReachCTP_CPD_IP,16958
DEC001,KPI_ReachCTP_CPD_IP,22969
DSD001,KPI_ReachCTP_CPD_IP,685695
DML001,KPI_ReachCTP_CPD_IP,87174
DAT001,KPI_ReachCTP_CPD_IP,1538
DBS001,KPI_ReachCTP_CPD_IP,3058
DDO001,KPI_ReachCTP_CPD_IP,19238
DBR001,KPI_ReachCTP_CPD_IP,5424
DUG001,KPI_ReachCTP_CPD_IP,231629
DLA001,KPI_ReachCTP_CPD_IP,20930
DBI001,KPI_ReachCTP_CPD_IP,61396
DHN001,KPI_ReachCTP_CPD_IP,30871
DGT001,KPI_ReachCTP_CPD_IP,1580
DBD001,KPI_ReachCTP_CPD_IP,201446
DSY001,KPI_ReachCTP_CPD_IP,639215
DGQ001,KPI_ReachCTP_CPD_IP,2750
DMV001,KPI_ReachCTP_CPD_IP,4
DGH001,KPI_ReachCTP_CPD_IP,1500
DBB001,KPI_ReachCTP_CPD_IP,52
DAR001,KPI_ReachCTP_CPD_IP,1884
DEG001,KPI_ReachCTP_CPD_IP,8851
DHT001,KPI_ReachCTP_CPD_IP,14380
DIS001,KPI_ReachCTP_CPD_IP,619
DMM001,KPI_ReachCTP_CPD_IP,40688
DSL001,KPI_ReachCTP_CPD_IP,4492
DBZ001,KPI_ReachCTP_CPD_IP,40
DBY001,KPI_ReachCTP_CPD_IP,2608
DSO001,KPI_ReachCTP_CPD_IP,40212
DMY001,KPI_ReachCTP_CPD_IP,12707
DFI001,KPI_ReachCTP_CPD_IP,35448
DCR001,KPI_ReachCTP_CPD_IP,1200
DGW001,KPI_ReachCTP_CPD_IP,295
DKE001,KPI_ReachCTP_CPD_IP,243821
DCA001,KPI_ReachCTP_CPD_IP,88787
DVU001,KPI_ReachCTP_CPD_IP,130
DTZ001,KPI_ReachCTP_CPD_IP,4110
DTR001,KPI_ReachCTP_CPD_IP,437666420
DGN001,KPI_ReachCTP_CPD_IP,42694
DRU001,KPI_ReachCTP_CPD_IP,82990
DBH001,KPI_ReachCTP_CPD_IP,1129
DIQ001,KPI_ReachCTP_CPD_IP,125720
DPS001,KPI_ReachCTP_CPD_IP,81643
DCZ001,KPI_ReachCTP_CPD_IP,9432
DET001,KPI_ReachCTP_CPD_IP,151531
DUZ001,KPI_ReachCTP_CPD_IP,11691
DSK001,KPI_ReachCTP_CPD_IP,2862
DCN001,KPI_ReachCTP_CPD_IP,1506
DTL001,KPI_ReachCTP_CPD_IP,617
DVN001,KPI_ReachCTP_CPD_IP,304783
DKG001,KPI_ReachCTP_CPD_IP,35560
DTO001,KPI_ReachCTP_CPD_IP,2729
DVC001,KPI_ReachCTP_CPD_IP,7
DUA001,KPI_ReachCTP_CPD_IP,238801
DNA001,KPI_ReachCTP_CPD_IP,6705
DUY001,KPI_ReachCTP_CPD_IP,2500
DSZ001,KPI_ReachCTP_CPD_IP,44267
DKH001,KPI_ReachCTP_CPD_IP,1996
DGA001,KPI_ReachCTP_CPD_IP,1200
DGY001,KPI_ReachCTP_CPD_IP,263
DAL001,KPI_ReachCTP_CPD_IP,2500
DMN001,KPI_ReachCTP_CPD_IP,12804
DMW001,KPI_ReachCTP_CPD_IP,77041
DSR001,KPI_ReachCTP_CPD_IP,1500
DSI001,KPI_ReachCTP_CPD_IP,2608
DRO001,KPI_ReachCTP_CPD_IP,3650
DNL001,KPI_ReachCTP_CPD_IP,28000
DRW001,KPI_ReachCTP_CPD_IP,173954
DAZ001,KPI_ReachCTP_CPD_IP,1200
DIT001,KPI_ReachCTP_CPD_IP,27540
DPH001,KPI_ReachCTP_CPD_IP,10174
DJM001,KPI_ReachCTP_CPD_IP,1915
DTD001,KPI_ReachCTP_CPD_IP,179131
DJO001,KPI_ReachCTP_CPD_IP,46485
DEE001,KPI_ReachCTP_CPD_IP,1935
DLV001,KPI_ReachCTP_CPD_IP,1500
DZA001,KPI_ReachCTP_CPD_IP,9798
DIE001,KPI_ReachCTP_CPD_IP,3115
DMX001,KPI_ReachCTP_CPD_IP,2380
DPA001,KPI_ReachCTP_CPD_IP,359
DSG001,KPI_ReachCTP_CPD_IP,1212
DLB001,KPI_ReachCTP_CPD_IP,3319
DNI001,KPI_ReachCTP_CPD_IP,2296
DAG001,KPI_ReachCTP_CPD_IP,137
DDE001,KPI_ReachCTP_CPD_IP,137132
DMR001,KPI_ReachCTP_CPD_IP,20013
DCG001,KPI_ReachDRER_CPD_IP,680
DMZ001,KPI_ReachDRER_CPD_IP,94966
DKR001,KPI_ReachDRER_CPD_IP,11183901
DCD001,KPI_ReachDRER_CPD_IP,5821212
DES001,KPI_ReachDRER_CPD_IP,1056735
DFM001,KPI_ReachDRER_CPD_IP,13000
DLK001,KPI_ReachDRER_CPD_IP,2063402
DLY001,KPI_ReachDRER_CPD_IP,63252
DZM001,KPI_ReachDRER_CPD_IP,1646
DPG001,KPI_ReachDRER_CPD_IP,202288
DLC001,KPI_ReachDRER_CPD_IP,606
DSV001,KPI_ReachDRER_CPD_IP,16786
DKI001,KPI_ReachDRER_CPD_IP,44262
DNE001,KPI_ReachDRER_CPD_IP,4527
DSC001,KPI_ReachDRER_CPD_IP,48368
DID001,KPI_ReachDRER_CPD_IP,3931573
DCF001,KPI_ReachDRER_CPD_IP,11426
DPY001,KPI_ReachDRER_CPD_IP,46784
DAM001,KPI_ReachDRER_CPD_IP,21318
DKN001,KPI_ReachDRER_CPD_IP,5
DZW001,KPI_ReachDRER_CPD_IP,20000
DLS001,KPI_ReachDRER_CPD_IP,2534
DKP001,KPI_ReachDRER_CPD_IP,4874282
DPK001,KPI_ReachDRER_CPD_IP,11743006
DFJ001,KPI_ReachDRER_CPD_IP,561469
DFR001,KPI_ReachDRER_CPD_IP,64430
DCL001,KPI_ReachDRER_CPD_IP,850
DCM001,KPI_ReachDRER_CPD_IP,36370
DSN001,KPI_ReachDRER_CPD_IP,2109
DLT001,KPI_ReachDRER_CPD_IP,69030
DNP001,KPI_ReachDRER_CPD_IP,1515813
DBA001,KPI_ReachDRER_CPD_IP,10514
DCV001,KPI_ReachDRER_CPD_IP,44285
DIN001,KPI_ReachDRER_CPD_IP,1581266
DGM001,KPI_ReachDRER_CPD_IP,6686
DEC001,KPI_ReachDRER_CPD_IP,571153
DSB001,KPI_ReachDRER_CPD_IP,33522
DSD001,KPI_ReachDRER_CPD_IP,568587
