DNG001,KPI_ClimateHeat_CPD_IP,3240
DNG001,KPI_ReachCTP_CPD_IP,172613
DGW001,KPI_ReachCTP_CPD_IP,295
DKE001,KPI_ReachCTP_CPD_IP,243821
DNG001,KPI_ReachDRER_CPD_IP,12342576
DNG001,KPI_ReachDRR_CPD_IP,620407
DNG001,KPI_ReachL_CPD_IP,58752
DNG001,KPI_ReachLTSPD_CPD_IP,31048
DNG001,KPI_ReachM_CPD_IP,14890
DCV001,KPI_ReachS_CPD_IP,36
DIN001,KPI_ReachS_CPD_IP,65914
DGM001,KPI_ReachS_CPD_IP,1657
DSB001,KPI_ReachS_CPD_IP,76
DSD001,KPI_ReachS_CPD_IP,190949
DML001,KPI_ReachS_CPD_IP,15228
DBS001,KPI_ReachS_CPD_IP,9276
DTN001,KPI_ReachS_CPD_IP,10000
DDO001,KPI_ReachS_CPD_IP,15642
DUG001,KPI_ReachS_CPD_IP,4899
DNG001,KPI_ReachS_CPD_IP,67454
DSD001,KPI_ReachSI_CPD_IP,16184
DML001,KPI_ReachSI_CPD_IP,42659
DBS001,KPI_ReachSI_CPD_IP,10142
DTN001,KPI_ReachSI_CPD_IP,2500
DDO001,KPI_ReachSI_CPD_IP,13743
DBR001,KPI_ReachSI_CPD_IP,274616
DUG001,KPI_ReachSI_CPD_IP,732
DLA001,KPI_ReachSI_CPD_IP,9233
DBI001,KPI_ReachSI_CPD_IP,324289
DCY001,KPI_ReachWASH_CPD_IP,2500
DKP001,KPI_ReachWASH_CPD_IP,31939
DNG001,KPI_ReachWASH_CPD_IP,1521706
DCD001,KPI_TrainFA_Tot_IP,11324
DES001,KPI_TrainFA_Tot_IP,58972
DFM001,KPI_TrainFA_Tot_IP,137
DLK001,KPI_TrainFA_Tot_IP,300
DLY001,KPI_TrainFA_Tot_IP,917
DZM001,KPI_TrainFA_Tot_IP,3786
DPG001,KPI_TrainFA_Tot_IP,1428
DLC001,KPI_TrainFA_Tot_IP,568
DSV001,KPI_TrainFA_Tot_IP,4627
DKI001,KPI_TrainFA_Tot_IP,1213
DAO001,KPI_TrainFA_Tot_IP,38
DSC001,KPI_TrainFA_Tot_IP,545
DID001,KPI_TrainFA_Tot_IP,111
DCF001,KPI_TrainFA_Tot_IP,9323
DPY001,KPI_TrainFA_Tot_IP,6584
DAM001,KPI_TrainFA_Tot_IP,3526
DKN001,KPI_TrainFA_Tot_IP,321
DZW001,KPI_TrainFA_Tot_IP,22156
DLS001,KPI_TrainFA_Tot_IP,194
DKP001,KPI_TrainFA_Tot_IP,101930
DPK001,KPI_TrainFA_Tot_IP,10150
DFJ001,KPI_TrainFA_Tot_IP,2993
DFR001,KPI_TrainFA_Tot_IP,71618
DCL001,KPI_TrainFA_Tot_IP,4450
DCM001,KPI_TrainFA_Tot_IP,5851
DSN001,KPI_TrainFA_Tot_IP,464
DLT001,KPI_TrainFA_Tot_IP,8684
DNP001,KPI_TrainFA_Tot_IP,3407
DBA001,KPI_TrainFA_Tot_IP,46228
